Employee ID,Date of Joining,Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate
fffe31003500320037003300,2008-07-16,Male,Service,No,1.0,1.0,0.3,0.04
fffe32003700320033003600,2008-12-19,Male,Service,Yes,1.0,2.0,4.6,0.33
fffe350032003600,2008-04-19,Male,Product,No,3.0,5.0,6.8,0.64
fffe32003400330038003900,2008-10-31,Male,Service,No,2.0,4.0,7.7,0.65
fffe31003600380038003600,2008-10-26,Female,Service,Yes,2.0,5.0,6.1,0.47
fffe31003500310033003300,2008-03-02,Female,Service,Yes,2.0,5.0,5.9,0.49
fffe32003800340039003600,2008-04-01,Female,Service,No,3.0,5.0,5.1,0.45
fffe33003100390034003300,2008-09-12,Female,Product,No,2.0,4.0,5.5,0.45
fffe31003500340031003000,2008-10-30,Male,Service,No,4.0,7.0,8.6,0.68
fffe32003600300037003700,2008-07-11,Female,Service,Yes,3.0,6.0,6.3,0.47
fffe31003700340039003900,2008-01-15,Male,Service,Yes,2.0,5.0,7.8,0.69
fffe3800320030003700,2008-07-24,Male,Service,Yes,3.0,6.0,6.1,0.54
fffe33003300330035003700,2008-07-01,Male,Product,Yes,2.0,4.0,4.2,0.2
fffe3100350032003800,2008-01-29,Male,Service,No,3.0,7.0,7.2,
fffe31003900330032003100,2008-06-07,Male,Service,No,3.0,7.0,9.3,0.79
fffe31003000370031003300,2008-11-07,Female,Service,Yes,2.0,2.0,,0.22
fffe31003800330039003000,2008-07-19,Male,Service,Yes,3.0,7.0,7.6,0.71
fffe33003300300032003700,2008-03-25,Female,Service,No,1.0,2.0,5.3,0.36
fffe33003000360032003000,2008-03-27,Female,Product,Yes,4.0,7.0,8.9,0.72
fffe3600390036003600,2008-10-09,Female,Service,Yes,2.0,4.0,7.3,0.5
fffe3300340033003700,2008-10-19,Male,Product,Yes,3.0,5.0,5.6,0.52
fffe3400300033003400,2008-02-25,Male,Service,Yes,1.0,3.0,4.4,0.32
fffe3300340030003700,2008-11-08,Male,Service,Yes,1.0,1.0,5.1,0.27
fffe3400300031003300,2008-11-23,Female,Service,Yes,2.0,5.0,,0.41
fffe3200330032003800,2008-09-09,Female,Product,No,2.0,,6.7,0.57
fffe33003400300039003900,2008-11-28,Female,Service,Yes,2.0,5.0,7.2,0.6
fffe31003100320034003800,2008-08-06,Male,Product,Yes,4.0,6.0,7.8,0.61
fffe32003500330039003000,2008-02-23,Male,Service,No,3.0,6.0,7.0,0.62
fffe31003100370032003000,2008-09-03,Male,Service,No,4.0,7.0,,0.74
fffe3300390032003800,2008-07-23,Female,Service,Yes,1.0,4.0,4.7,0.41
fffe32003200330032003400,2008-02-23,Female,Service,No,3.0,7.0,,0.54
fffe33003000310039003300,2008-03-22,Male,Product,No,2.0,4.0,6.9,0.52
fffe33003200350034003900,2008-07-05,Female,Service,No,4.0,8.0,7.3,0.57
fffe3600300036003400,2008-08-14,Female,Service,Yes,1.0,4.0,4.4,
fffe31003900350033003300,2008-07-31,Female,Service,Yes,2.0,4.0,5.7,0.46
fffe31003900380036003300,2008-06-14,Male,Product,Yes,1.0,3.0,6.9,0.48
fffe32003800360036003500,2008-01-05,Male,Product,No,3.0,7.0,9.8,0.85
fffe33003000300037003300,2008-02-01,Male,Service,No,1.0,2.0,3.3,0.2
fffe31003500300031003200,2008-08-28,Male,Service,No,4.0,,9.0,0.82
fffe33003200340039003100,2008-03-11,Male,Product,No,4.0,7.0,6.0,0.57
fffe32003400350030003500,2008-01-21,Female,Service,No,3.0,5.0,5.3,0.35
fffe360035003500,2008-12-05,Female,Service,No,1.0,2.0,3.9,
fffe31003300360036003200,2008-02-19,Male,Product,No,1.0,4.0,5.4,0.33
fffe32003000350033003600,2008-09-24,Female,Service,Yes,1.0,1.0,4.9,0.29
fffe31003000350039003700,2008-07-29,Male,Product,No,3.0,5.0,,0.53
fffe31003000370035003900,2008-10-15,Male,Product,Yes,2.0,5.0,6.0,0.37
fffe3600340035003500,2008-03-19,Male,Service,Yes,3.0,5.0,4.1,0.34
fffe32003800390032003600,2008-08-20,Female,Service,No,2.0,2.0,2.9,0.1
fffe33003300390039003300,2008-02-21,Female,Product,No,3.0,4.0,4.9,0.39
fffe32003100380037003400,2008-12-01,Male,Product,Yes,3.0,8.0,8.5,0.91
fffe32003800340030003300,2008-06-28,Male,Service,Yes,2.0,3.0,1.8,0.13
fffe32003300390031003700,2008-11-19,Female,Service,No,2.0,3.0,6.4,0.45
fffe32003900340037003100,2008-02-20,Female,Service,Yes,2.0,4.0,6.4,0.49
fffe32003300310033003100,2008-03-23,Male,Product,Yes,1.0,2.0,5.0,0.28
fffe33003400330036003000,2008-10-26,Male,Service,No,2.0,6.0,6.1,0.56
fffe31003400330037003000,2008-07-31,Female,Service,Yes,2.0,5.0,3.6,0.31
fffe3800360034003700,2008-11-08,Female,Service,Yes,1.0,,5.6,
fffe3500370032003600,2008-06-29,Female,Product,Yes,2.0,4.0,5.6,0.49
fffe32003800320037003600,2008-07-23,Female,Product,Yes,2.0,6.0,8.7,0.73
fffe31003500360033003000,2008-04-30,Male,Product,No,3.0,8.0,7.9,0.78
fffe3800380033003100,2008-05-06,Male,Service,Yes,0.0,1.0,1.2,0.1
fffe33003200350039003000,2008-10-29,Female,Service,Yes,0.0,2.0,3.3,0.16
fffe33003000360036003700,2008-09-17,Male,Product,Yes,2.0,2.0,2.8,0.09
fffe31003800370037003100,2008-07-17,Female,Service,Yes,3.0,5.0,6.4,0.46
fffe32003100300030003200,2008-12-12,Male,Service,No,0.0,1.0,2.5,0.14
fffe31003100390037003500,2008-07-01,Female,Service,No,3.0,5.0,4.2,
fffe31003300320035003200,2008-03-27,Male,Service,Yes,3.0,4.0,4.9,0.36
fffe370039003200,2008-11-26,Male,Service,Yes,2.0,3.0,,0.25
fffe31003400360037003100,2008-07-26,Male,Service,Yes,3.0,8.0,9.0,
fffe31003700310034003300,2008-09-08,Male,Service,No,4.0,7.0,7.6,
fffe3100360033003500,2008-06-13,Female,Service,No,3.0,6.0,5.1,0.38
fffe31003800390032003900,2008-01-15,Male,Product,Yes,1.0,3.0,4.9,0.25
fffe3300380032003700,2008-05-30,Female,Service,Yes,2.0,,4.9,0.41
fffe350035003700,2008-02-24,Female,Service,No,1.0,4.0,6.6,0.51
fffe3200370036003100,2008-09-15,Female,Product,Yes,2.0,5.0,5.3,0.33
fffe3500350036003700,2008-05-08,Female,Service,No,3.0,4.0,6.1,
fffe32003300360032003300,2008-11-12,Male,Service,No,1.0,2.0,4.5,0.24
fffe3600330039003700,2008-02-26,Male,Product,Yes,1.0,1.0,0.0,0.0
fffe3200330036003100,2008-03-03,Female,Service,Yes,1.0,3.0,6.8,0.45
fffe31003200390030003100,2008-10-14,Female,Product,Yes,1.0,3.0,,0.41
fffe32003700350038003200,2008-08-15,Female,Service,Yes,1.0,2.0,0.7,0.0
fffe33003300370036003000,2008-02-04,Male,Service,Yes,2.0,4.0,4.4,0.37
fffe3600390031003400,2008-10-27,Male,Service,Yes,2.0,4.0,5.2,0.39
fffe32003600380038003600,2008-12-07,Female,Service,No,0.0,1.0,3.7,0.16
fffe33003200350033003700,2008-12-01,Male,Service,Yes,3.0,7.0,6.4,0.57
fffe31003400340031003000,2008-09-12,Male,Service,Yes,2.0,,7.8,0.62
fffe32003700340030003700,2008-09-17,Male,Service,Yes,1.0,1.0,3.3,0.11
fffe3100340031003500,2008-06-20,Male,Service,Yes,2.0,5.0,5.3,0.37
fffe33003200300037003800,2008-09-28,Male,Service,No,3.0,6.0,7.3,0.58
fffe3900300032003000,2008-09-06,Female,Service,No,4.0,7.0,9.1,0.8
fffe32003800350039003400,2008-07-03,Male,Product,Yes,2.0,4.0,5.3,0.3
fffe31003600340034003600,2008-06-05,Male,Service,No,1.0,2.0,4.6,0.27
fffe33003000360039003400,2008-01-09,Male,Service,Yes,2.0,6.0,8.6,0.66
fffe33003400380034003800,2008-10-07,Female,Product,Yes,0.0,1.0,0.0,0.0
fffe32003400370037003400,2008-08-02,Female,Service,No,4.0,7.0,6.5,0.53
fffe330036003000,2008-02-11,Female,Product,Yes,1.0,3.0,5.1,0.28
fffe31003800370036003600,2008-04-12,Female,Service,Yes,1.0,2.0,4.2,0.28
fffe33003400380037003300,2008-05-18,Male,Service,No,2.0,3.0,3.9,0.31
fffe31003200380030003900,2008-05-28,Male,Product,No,2.0,6.0,6.5,0.51
fffe32003200340036003100,2008-08-28,Male,Service,Yes,3.0,5.0,4.6,0.38
fffe32003800310035003300,2008-09-26,Male,Service,No,2.0,4.0,7.4,0.62
fffe3800390034003900,2008-11-22,Male,Product,Yes,1.0,3.0,3.5,0.3
fffe3100370036003900,2008-03-19,Male,Service,No,2.0,6.0,,0.78
fffe33003000340031003500,2008-07-23,Male,Service,No,3.0,4.0,5.4,0.32
fffe33003000330030003600,2008-04-03,Female,Product,No,2.0,5.0,7.6,0.57
fffe3900300030003700,2008-07-13,Female,Service,Yes,1.0,2.0,2.8,0.1
fffe32003200390036003700,2008-08-17,Male,Service,No,3.0,5.0,7.1,0.61
fffe32003100360033003100,2008-05-16,Female,Service,Yes,3.0,5.0,6.4,0.58
fffe31003200310036003000,2008-12-15,Male,Service,No,3.0,6.0,,0.39
fffe31003500370031003200,2008-06-12,Male,Service,No,2.0,6.0,7.2,0.71
fffe31003200320039003700,2008-05-17,Male,Product,No,3.0,5.0,7.7,0.62
fffe3100370031003700,2008-02-12,Male,Service,No,2.0,4.0,7.7,0.56
fffe31003500360036003500,2008-04-02,Female,Product,Yes,1.0,2.0,3.8,0.15
fffe31003900330030003400,2008-11-26,Female,Product,No,3.0,7.0,6.3,
fffe32003500300037003500,2008-02-01,Female,Service,Yes,3.0,7.0,6.5,0.58
fffe31003200310036003900,2008-04-06,Male,Product,No,1.0,3.0,,0.46
fffe31003800340038003500,2008-10-03,Female,Service,Yes,1.0,1.0,0.0,0.0
fffe31003100370030003500,2008-08-10,Female,Service,No,4.0,8.0,9.1,0.76
fffe3100360039003100,2008-08-10,Female,Service,Yes,1.0,3.0,6.7,
fffe32003400350035003000,2008-12-24,Male,Service,No,1.0,4.0,4.1,0.34
fffe31003100380032003000,2008-01-04,Male,Service,No,3.0,6.0,8.1,0.64
fffe3500310036003900,2008-07-26,Male,Product,Yes,4.0,7.0,5.6,0.5
fffe31003000320038003000,2008-03-17,Female,Product,Yes,2.0,5.0,6.3,0.48
fffe31003600390033003400,2008-02-16,Female,Service,Yes,1.0,2.0,0.3,0.02
fffe3500380038003500,2008-04-21,Male,Service,Yes,3.0,5.0,6.3,0.46
fffe31003500370035003000,2008-12-27,Male,Product,Yes,2.0,5.0,6.9,0.46
fffe33003100390039003600,2008-12-16,Male,Service,No,4.0,7.0,7.2,0.63
fffe31003100380036003600,2008-07-18,Female,Product,Yes,1.0,3.0,3.3,
fffe32003600340037003800,2008-07-19,Female,Product,No,1.0,4.0,7.1,0.55
fffe33003200360036003400,2008-06-29,Female,Service,Yes,1.0,2.0,3.5,0.17
fffe31003400310037003100,2008-06-07,Female,Service,Yes,2.0,3.0,3.7,0.23
fffe31003000350033003100,2008-12-17,Female,Service,No,2.0,4.0,5.0,0.35
fffe32003600380035003100,2008-10-14,Male,Product,Yes,1.0,2.0,2.0,0.1
fffe3800300035003600,2008-03-29,Female,Product,No,1.0,5.0,5.9,0.53
fffe31003900320030003500,2008-04-26,Male,Service,Yes,1.0,3.0,7.0,0.49
fffe33003000300038003000,2008-04-19,Female,Service,Yes,1.0,2.0,3.2,0.12
fffe31003600300034003800,2008-04-03,Male,Product,Yes,3.0,5.0,6.1,0.43
fffe33003400360030003600,2008-12-07,Male,Service,Yes,2.0,5.0,6.9,0.49
fffe3800390036003000,2008-04-06,Male,Product,No,2.0,4.0,7.7,0.61
fffe3900320030003100,2008-05-03,Male,Product,No,3.0,6.0,7.8,0.64
fffe32003300310032003300,2008-06-01,Female,Product,Yes,3.0,5.0,4.0,0.26
fffe3400310038003600,2008-06-11,Male,Service,Yes,3.0,5.0,,0.48
fffe32003500370035003200,2008-07-26,Male,Product,Yes,3.0,5.0,4.0,0.33
fffe31003100380037003900,2008-01-17,Female,Service,Yes,1.0,1.0,1.8,0.14
fffe32003000390030003800,2008-10-12,Male,Service,No,3.0,7.0,6.3,0.55
fffe31003800330039003800,2008-02-13,Female,Service,Yes,2.0,,2.7,0.18
fffe32003900300038003300,2008-01-17,Female,Service,Yes,2.0,4.0,7.1,0.48
fffe31003800320032003300,2008-10-04,Male,Product,No,3.0,7.0,6.4,0.56
fffe32003100360036003300,2008-12-28,Male,Product,Yes,1.0,4.0,,
fffe3300370032003300,2008-05-14,Female,Product,Yes,0.0,1.0,1.8,0.07
fffe31003200390033003800,2008-08-01,Female,Service,Yes,3.0,5.0,6.0,0.36
fffe3300310039003100,2008-11-16,Male,Service,No,1.0,3.0,3.4,0.17
fffe3500370038003500,2008-10-03,Male,Product,No,4.0,7.0,7.4,0.59
fffe33003300310037003100,2008-12-08,Male,Product,No,3.0,8.0,8.1,0.73
fffe32003600300039003400,2008-05-06,Female,Service,Yes,1.0,3.0,5.5,0.32
fffe33003100380036003700,2008-06-10,Male,Product,Yes,3.0,6.0,7.8,0.61
fffe33003100330034003700,2008-10-08,Female,Service,Yes,0.0,1.0,1.8,0.06
fffe33003300390031003900,2008-03-23,Female,Service,Yes,1.0,3.0,2.6,0.15
fffe33003200320039003000,2008-05-17,Female,Product,No,2.0,4.0,5.5,0.33
fffe33003100360038003200,2008-04-28,Female,Service,Yes,1.0,2.0,3.7,0.26
fffe31003900330035003400,2008-05-05,Female,Service,No,2.0,5.0,6.8,0.57
fffe33003200320037003000,2008-03-23,Male,Service,Yes,2.0,5.0,6.5,0.65
fffe31003300370035003000,2008-12-15,Female,Product,Yes,1.0,4.0,5.0,0.3
fffe3200390030003500,2008-12-09,Female,Service,No,4.0,,6.9,0.67
fffe32003600320034003000,2008-05-22,Female,Product,Yes,2.0,5.0,5.1,0.33
fffe3400320037003100,2008-03-02,Female,Product,No,2.0,2.0,4.0,0.24
fffe32003400310031003000,2008-02-18,Female,Product,Yes,3.0,3.0,4.6,0.28
fffe31003700310032003200,2008-04-25,Female,Service,No,3.0,,6.8,0.55
fffe31003500370033003600,2008-03-30,Male,Service,Yes,3.0,5.0,8.1,0.61
fffe31003100350034003600,2008-09-15,Male,Service,Yes,1.0,2.0,1.5,0.07
fffe32003600330031003400,2008-06-09,Female,Service,No,2.0,3.0,4.4,0.39
fffe32003800380036003900,2008-11-06,Female,Service,Yes,2.0,3.0,6.1,0.44
fffe31003300310038003700,2008-07-22,Male,Service,No,4.0,8.0,8.9,0.9
fffe3800330034003900,2008-02-01,Male,Service,No,3.0,,6.9,0.68
fffe3300320033003900,2008-07-05,Female,Service,No,4.0,8.0,7.6,0.73
fffe31003200310036003700,2008-01-03,Male,Service,Yes,2.0,5.0,,0.31
fffe31003200390032003300,2008-09-15,Female,Product,Yes,0.0,1.0,1.7,0.13
fffe31003500350035003500,2008-08-01,Female,Service,Yes,2.0,,4.4,
fffe32003100320030003500,2008-05-21,Female,Product,Yes,2.0,4.0,5.5,0.31
fffe31003300370035003800,2008-01-12,Male,Product,No,2.0,6.0,,
fffe3600360033003400,2008-01-04,Male,Service,Yes,3.0,6.0,6.2,0.58
fffe32003800350037003700,2008-09-13,Female,Service,Yes,3.0,4.0,5.2,0.45
fffe31003100370037003000,2008-03-27,Female,Service,Yes,0.0,1.0,3.9,0.23
fffe3500380035003500,2008-09-19,Male,Service,Yes,3.0,4.0,,0.29
fffe3800310033003600,2008-11-13,Female,Product,No,2.0,3.0,6.5,0.5
fffe3700340036003700,2008-07-02,Male,Service,Yes,3.0,7.0,9.2,0.81
fffe31003400300033003600,2008-02-25,Male,Service,Yes,3.0,7.0,7.6,0.74
fffe380034003700,2008-07-27,Female,Service,Yes,1.0,4.0,5.2,0.33
fffe3700340033003000,2008-09-28,Female,Service,Yes,2.0,3.0,,0.43
fffe32003600350034003800,2008-06-04,Female,Service,No,3.0,6.0,7.6,0.62
fffe33003200340032003800,2008-05-21,Male,Product,Yes,1.0,3.0,5.9,0.47
fffe32003300320035003200,2008-04-22,Female,Product,Yes,1.0,2.0,4.3,0.21
fffe3600370031003000,2008-12-30,Female,Service,Yes,1.0,1.0,2.9,
fffe32003300350036003000,2008-09-11,Male,Service,Yes,2.0,3.0,4.8,0.27
fffe32003200340038003600,2008-09-02,Male,Product,Yes,4.0,7.0,8.9,0.82
fffe3500300030003700,2008-02-22,Male,Product,No,3.0,5.0,8.0,0.67
fffe31003200330036003900,2008-06-20,Female,Service,No,1.0,2.0,6.2,0.38
fffe32003800350030003800,2008-08-02,Male,Service,Yes,2.0,4.0,5.6,0.49
fffe3700370036003000,2008-05-17,Female,Service,Yes,2.0,4.0,5.0,0.38
fffe32003800330034003200,2008-03-15,Female,Product,No,2.0,4.0,3.0,0.23
fffe310038003500,2008-02-08,Male,Service,Yes,2.0,3.0,,0.44
fffe32003800310032003700,2008-03-07,Female,Service,No,0.0,1.0,2.0,0.13
fffe33003400350031003300,2008-02-20,Male,Product,Yes,1.0,2.0,4.3,0.23
fffe33003200370032003700,2008-11-02,Female,Service,Yes,1.0,2.0,4.2,0.36
fffe32003900380039003100,2008-10-26,Male,Product,No,2.0,5.0,5.5,0.33
fffe33003400340036003100,2008-12-10,Male,Service,Yes,1.0,1.0,1.7,0.05
fffe31003300320031003500,2008-05-15,Female,Product,Yes,2.0,3.0,5.3,0.49
fffe33003300340038003300,2008-12-28,Female,Service,No,1.0,3.0,4.4,0.34
fffe32003100380031003300,2008-03-04,Male,Product,Yes,2.0,6.0,7.8,0.75
fffe32003700320037003600,2008-04-12,Male,Service,Yes,3.0,5.0,4.9,0.44
fffe32003100330032003800,2008-06-15,Male,Service,No,1.0,4.0,7.6,0.56
fffe380037003200,2008-05-11,Female,Service,Yes,2.0,3.0,5.6,0.43
fffe31003200370039003700,2008-09-20,Female,Service,Yes,1.0,1.0,1.0,0.0
fffe3800380037003100,2008-07-15,Male,Service,No,0.0,1.0,0.0,0.0
fffe32003800340033003300,2008-05-14,Female,Service,Yes,3.0,4.0,6.2,0.5
fffe33003300330036003800,2008-12-29,Female,Service,No,2.0,5.0,8.0,0.6
fffe3200340030003000,2008-10-01,Female,Service,No,2.0,5.0,6.0,0.45
fffe3900340036003500,2008-12-08,Male,Service,No,3.0,7.0,,0.55
fffe31003900350034003300,2008-04-06,Male,Service,No,2.0,4.0,6.7,0.59
fffe31003600390038003200,2008-11-29,Female,Product,Yes,2.0,4.0,6.5,0.48
fffe3100370030003400,2008-11-01,Female,Service,No,4.0,9.0,9.8,0.85
fffe3200390037003500,2008-06-09,Female,Service,Yes,2.0,4.0,7.3,0.53
fffe33003100380031003100,2008-07-24,Female,Product,No,2.0,4.0,2.9,0.23
fffe31003000320036003100,2008-07-26,Female,Product,Yes,3.0,7.0,9.4,0.87
fffe32003500320039003100,2008-09-17,Female,Product,No,1.0,4.0,5.0,0.42
fffe32003500340033003300,2008-05-12,Male,Product,Yes,4.0,8.0,7.2,0.65
fffe32003300380031003000,2008-09-04,Female,Service,Yes,4.0,7.0,8.6,0.88
fffe32003800380033003600,2008-09-10,Female,Service,Yes,2.0,4.0,4.3,0.34
fffe32003700340035003800,2008-07-24,Male,Service,No,3.0,5.0,6.0,0.38
fffe33003000370037003200,2008-11-19,Male,Service,Yes,2.0,5.0,7.0,0.6
fffe3700370030003300,2008-09-26,Female,Service,No,2.0,4.0,4.8,0.39
fffe33003000390035003400,2008-02-10,Male,Service,Yes,3.0,5.0,5.4,0.42
fffe3100390035003800,2008-11-02,Male,Service,No,3.0,5.0,,0.47
fffe33003200360032003600,2008-08-13,Female,Service,Yes,3.0,5.0,5.2,0.34
fffe33003100360033003000,2008-07-31,Female,Product,Yes,3.0,6.0,6.7,0.48
fffe32003300360038003600,2008-08-30,Male,Service,Yes,3.0,4.0,5.4,0.42
fffe32003700390032003400,2008-11-16,Male,Service,No,4.0,9.0,9.4,0.94
fffe3900350036003700,2008-08-28,Male,Product,Yes,2.0,2.0,4.8,0.28
fffe3500310035003100,2008-07-27,Female,Service,Yes,1.0,2.0,,0.25
fffe32003900330030003700,2008-02-20,Male,Product,No,4.0,7.0,5.9,0.52
fffe31003800390038003400,2008-06-27,Male,Service,Yes,2.0,5.0,5.3,0.46
fffe32003300330032003900,2008-02-03,Male,Service,Yes,2.0,3.0,6.7,0.45
fffe32003500320032003700,2008-04-27,Female,Service,Yes,2.0,3.0,4.9,0.33
fffe31003100360039003100,2008-05-11,Female,Product,No,3.0,7.0,6.2,0.53
fffe32003000380034003900,2008-12-26,Female,Service,No,2.0,6.0,9.0,0.73
fffe33003100390036003500,2008-08-07,Male,Service,Yes,3.0,4.0,6.0,0.48
fffe32003300390032003600,2008-11-17,Female,Service,No,3.0,7.0,6.1,0.55
fffe32003700370033003200,2008-08-28,Female,Product,Yes,0.0,1.0,0.9,0.0
fffe31003000390033003700,2008-01-03,Male,Product,No,4.0,6.0,6.4,0.54
fffe33003100320032003100,2008-03-02,Female,Service,No,0.0,1.0,0.9,0.03
fffe32003300320038003800,2008-12-18,Male,Service,No,2.0,2.0,3.5,0.28
fffe3300350038003600,2008-11-16,Male,Service,Yes,1.0,3.0,5.1,0.43
fffe31003800310034003600,2008-11-29,Male,Product,No,2.0,4.0,4.6,0.3
fffe31003800320031003300,2008-08-28,Female,Service,Yes,3.0,4.0,,0.32
fffe31003400300036003400,2008-01-13,Male,Service,Yes,1.0,,3.6,
fffe3200300030003100,2008-08-29,Female,Product,No,1.0,3.0,3.8,0.23
fffe33003100360034003400,2008-03-31,Female,Product,Yes,1.0,2.0,3.1,0.21
fffe31003300330038003100,2008-09-25,Female,Service,Yes,3.0,5.0,,0.36
fffe32003200380039003200,2008-07-25,Male,Product,Yes,0.0,1.0,4.5,0.26
fffe33003100330035003200,2008-11-21,Female,Product,Yes,2.0,5.0,5.1,0.3
fffe32003400360039003700,2008-01-11,Female,Service,Yes,1.0,4.0,6.1,0.38
fffe32003000380030003400,2008-02-15,Male,Service,No,2.0,4.0,7.1,0.5
fffe32003100310037003800,2008-11-17,Female,Product,No,4.0,7.0,,0.7
fffe32003700380032003200,2008-11-01,Male,Service,Yes,4.0,7.0,7.0,0.57
fffe31003300340032003200,2008-01-05,Female,Product,Yes,0.0,1.0,1.3,0.08
fffe33003200340033003100,2008-03-06,Female,Service,No,3.0,5.0,6.0,0.51
fffe31003900370032003400,2008-10-18,Female,Product,Yes,3.0,5.0,4.4,0.32
fffe3900340037003300,2008-09-14,Male,Service,Yes,3.0,4.0,6.5,0.44
fffe33003000330035003000,2008-03-27,Male,Product,Yes,3.0,5.0,5.7,0.53
fffe32003100390034003200,2008-07-31,Female,Service,Yes,3.0,5.0,5.1,0.33
fffe3500310038003800,2008-01-06,Female,Service,No,2.0,4.0,4.7,0.38
fffe3700380039003300,2008-10-17,Male,Product,No,3.0,7.0,7.0,0.68
fffe32003800350032003000,2008-03-16,Female,Product,No,2.0,4.0,6.8,0.57
fffe31003400300037003100,2008-06-11,Male,Service,Yes,1.0,1.0,2.6,0.14
fffe32003100310034003500,2008-11-13,Male,Service,No,4.0,8.0,7.8,
fffe33003000370038003100,2008-06-13,Female,Service,Yes,1.0,3.0,6.0,0.41
fffe3800340035003800,2008-11-25,Female,Service,Yes,2.0,3.0,3.2,0.18
fffe32003200300034003900,2008-02-19,Female,Service,Yes,1.0,4.0,5.8,0.36
fffe32003100390035003000,2008-10-29,Male,Service,No,4.0,6.0,7.1,0.55
fffe3400350033003100,2008-04-17,Male,Product,No,4.0,9.0,10.0,
fffe3200390035003900,2008-04-15,Male,Service,No,3.0,8.0,7.6,0.7
fffe32003500320035003700,2008-09-28,Male,Product,Yes,2.0,3.0,5.9,0.5
fffe3200360035003100,2008-03-26,Female,Service,No,1.0,3.0,3.9,0.28
fffe33003000320037003200,2008-04-22,Male,Product,No,2.0,5.0,7.8,0.62
fffe32003800310038003700,2008-09-28,Male,Service,Yes,2.0,5.0,6.3,0.56
fffe32003200360035003000,2008-08-14,Female,Service,No,2.0,7.0,8.9,0.7
fffe31003900340035003100,2008-09-15,Male,Product,No,2.0,6.0,7.9,0.65
fffe31003900360036003800,2008-08-28,Male,Service,No,5.0,9.0,10.0,0.89
fffe31003200370030003500,2008-08-22,Male,Service,Yes,3.0,6.0,,0.71
fffe3500360036003900,2008-02-11,Female,Service,No,4.0,8.0,8.1,0.7
fffe32003600390038003200,2008-05-17,Male,Service,No,1.0,1.0,2.9,0.23
fffe33003200340038003300,2008-06-30,Female,Product,No,4.0,8.0,8.1,0.86
fffe32003000370034003600,2008-06-25,Male,Service,No,4.0,7.0,7.8,0.79
fffe3300380035003500,2008-03-01,Male,Service,No,4.0,7.0,9.4,0.79
fffe31003700380037003100,2008-02-16,Male,Service,No,2.0,6.0,8.2,0.69
fffe3100360037003900,2008-10-10,Male,Product,Yes,2.0,5.0,,0.59
fffe31003500380034003500,2008-11-14,Female,Service,No,2.0,4.0,6.4,0.44
fffe31003700390039003500,2008-12-14,Male,Service,No,3.0,6.0,,0.56
fffe31003700320035003500,2008-08-22,Male,Service,No,2.0,5.0,6.0,0.55
fffe33003200320033003500,2008-09-24,Female,Service,No,3.0,7.0,6.5,0.64
fffe32003200380031003500,2008-07-02,Male,Service,Yes,4.0,8.0,7.6,0.62
fffe3300350032003400,2008-01-29,Female,Service,No,1.0,4.0,6.0,0.42
fffe3400380035003600,2008-08-25,Female,Service,No,1.0,2.0,4.8,0.43
fffe32003400300039003600,2008-08-12,Female,Service,Yes,2.0,2.0,3.4,0.24
fffe31003700340030003800,2008-06-28,Male,Service,No,3.0,5.0,7.0,0.49
fffe31003600310033003500,2008-12-04,Female,Service,Yes,1.0,2.0,1.6,0.13
fffe31003000310034003600,2008-07-13,Female,Product,No,1.0,3.0,6.6,0.42
fffe32003800380038003700,2008-08-12,Female,Product,Yes,3.0,5.0,4.4,0.39
fffe3200330030003300,2008-07-26,Male,Service,Yes,1.0,,5.6,0.38
fffe32003100310034003000,2008-01-02,Male,Service,No,2.0,4.0,4.8,0.27
fffe33003000390037003700,2008-12-15,Female,Service,Yes,2.0,2.0,4.2,0.22
fffe32003000380037003300,2008-09-07,Male,Product,Yes,2.0,3.0,3.5,0.21
fffe32003100370035003700,2008-02-20,Female,Service,No,4.0,7.0,7.4,0.7
fffe31003700360038003300,2008-12-01,Male,Service,Yes,4.0,9.0,9.7,1.0
fffe33003200340032003600,2008-12-14,Male,Product,No,2.0,5.0,7.6,0.56
fffe3700370036003500,2008-05-25,Female,Service,No,1.0,,5.6,0.38
fffe3300300033003600,2008-12-24,Male,Product,No,0.0,1.0,0.0,0.0
fffe31003800300031003700,2008-12-24,Male,Service,No,3.0,7.0,8.5,0.8
fffe3300300036003800,2008-01-04,Female,Product,No,4.0,8.0,9.3,
fffe32003900340030003900,2008-07-26,Female,Service,Yes,3.0,5.0,4.6,0.41
fffe33003000330036003400,2008-03-05,Male,Service,Yes,1.0,3.0,5.3,0.5
fffe31003000350030003800,2008-05-05,Female,Product,No,4.0,7.0,,0.58
fffe31003500330031003100,2008-10-06,Female,Service,No,3.0,7.0,,0.6
fffe3200350038003400,2008-04-15,Male,Product,No,3.0,7.0,6.8,0.53
fffe31003400340034003600,2008-08-27,Male,Service,Yes,1.0,2.0,3.0,0.23
fffe31003300300035003900,2008-03-30,Male,Service,Yes,3.0,4.0,4.9,0.36
fffe32003600390038003000,2008-04-08,Female,Product,No,3.0,5.0,7.1,0.59
fffe31003700360038003000,2008-04-27,Female,Product,No,2.0,5.0,6.8,0.62
fffe31003000330038003700,2008-06-11,Female,Service,No,1.0,3.0,5.6,0.42
fffe370034003000,2008-05-04,Female,Product,No,4.0,8.0,6.5,0.64
