Employee ID,Burn Rate
fffe32003800300031003400,0.42
fffe3600330035003700,0.47
fffe33003000390032003700,0.39
fffe32003100390037003900,0.66
fffe32003600340033003000,0.29
fffe32003600300031003800,0.6
fffe31003400360035003800,0.24
fffe32003000340033003300,0.54
fffe31003200370035003200,0.38
fffe32003800350039003800,0.2
fffe3900370039003900,0.41
fffe32003500370039003400,0.59
fffe32003100310033003300,0.28
fffe32003700370034003800,0.52
fffe31003700370037003400,0.48
fffe3600340032003100,0.32
fffe33003400380039003500,0.72
fffe32003600310034003200,0.21
fffe3400370034003200,0.61
fffe31003900320032003300,0.41
fffe33003200310031003100,0.13
fffe33003300300034003700,0.38
fffe33003000350031003200,0.27
fffe33003100380037003500,0.37
fffe32003800310037003700,0.47
fffe3200330038003900,0.55
fffe33003000320038003800,0.64
fffe3400310032003900,0.12
fffe3500380033003600,0.47
fffe31003800380036003100,0.28
fffe33003400360030003900,0.37
fffe31003200310033003900,0.77
fffe3400390032003400,0.39
fffe32003100330035003600,0.06
fffe3700380038003600,0.39
fffe3300360033003700,0.7
fffe32003200350031003800,0.31
fffe32003900360038003300,0.42
fffe31003900390031003700,0.37
fffe33003300350031003900,0.49
fffe32003100350031003900,0.58
fffe32003900340031003900,0.67
fffe32003600380038003700,0.22
fffe31003000360039003700,0.37
fffe31003500350039003700,0.7
fffe3100320035003000,0.29
fffe31003200390030003400,0.56
fffe33003400300033003800,0.43
fffe330035003000,0.49
fffe31003100360031003900,0.38
fffe31003200330035003900,0.36
fffe3300310038003600,0.46
fffe31003100380037003700,0.42
fffe31003900380030003300,0.57
fffe31003800370031003400,0.27
fffe32003700360036003400,0.59
fffe3100390037003900,0.54
fffe32003900310039003200,0.75
fffe3700300037003200,0.35
fffe31003600360032003500,0.19
fffe3700330031003900,0.39
fffe32003400380034003800,0.27
fffe32003700360031003300,0.57
fffe33003100300039003900,0.59
fffe3800330037003800,0.57
fffe33003300310033003400,0.35
fffe3100370037003200,0.37
fffe3900300039003000,0.2
fffe31003200330035003200,0.6
fffe3700320036003300,0.6
fffe3900330035003300,0.16
fffe3600320034003300,0.55
fffe31003100390038003400,0.4
fffe32003900310033003100,0.56
fffe3900330038003100,0.57
fffe31003700390036003100,0.62
fffe32003500370030003200,0.61
fffe31003400320035003500,0.46
fffe33003100320037003000,0.23
fffe32003900300036003600,0.82
fffe32003200370035003800,0.17
fffe3900370033003300,0.22
fffe31003000360030003600,0.48
fffe32003800300031003500,0.63
fffe32003400390034003600,0.32
fffe33003100360039003100,0.65
fffe3500350037003600,0.81
fffe390038003700,0.16
fffe3800390034003100,0.57
fffe32003900310039003400,0.3
fffe3300390030003500,0.19
fffe31003100310031003400,0.32
fffe3900330038003700,0.41
fffe3800370038003800,0.41
fffe33003200350033003300,0.41
fffe32003100360037003900,0.5
fffe31003500330034003100,0.51
fffe31003600360034003900,0.5
fffe31003400350037003400,0.4
fffe33003400350037003100,0.85
fffe32003000390039003100,0.38
fffe31003700390033003800,0.81
fffe32003900300030003600,0.64
fffe3900380039003700,0.54
fffe33003100340038003600,0.36
fffe32003300300030003700,0.25
fffe32003500330037003400,0.55
fffe3500350035003500,0.8
fffe3800370034003100,0.18
fffe32003600370032003800,0.47
fffe31003300350034003400,0.44
fffe32003600340035003600,0.43
fffe31003100380037003500,0.24
fffe31003100370032003800,0.18
fffe3500390035003700,0.59
fffe3900320035003100,0.47
fffe32003800350039003100,0.63
fffe31003400380033003200,0.3
fffe31003900330032003500,0.49
fffe32003100340034003300,0.82
fffe31003800320033003700,0.73
fffe32003100360035003700,0.94
fffe3100340038003700,0.41
fffe31003400320035003700,0.34
fffe31003700380034003800,0.69
fffe3900350038003600,0.69
fffe3700330034003000,0.81
fffe31003100380032003900,0.39
fffe3600310032003900,0.49
fffe370039003600,0.54
fffe31003200380035003700,0.26
fffe3900380030003700,0.4
fffe32003800350033003600,0.47
fffe33003400390034003500,0.75
fffe31003200390037003300,0.21
fffe3800320036003200,0.42
fffe3500360032003200,0.56
fffe31003900320036003300,0.0
fffe33003000380039003000,0.34
fffe33003300310033003800,0.4
fffe31003200320031003600,0.76
fffe31003100390036003400,0.23
fffe31003300300035003500,0.32
fffe31003000330030003400,0.47
fffe3500340030003600,0.59
fffe31003400340039003300,0.39
fffe32003500370034003200,0.6
fffe32003600320036003900,0.32
fffe3500300038003400,0.1
fffe3700370034003800,0.41
fffe32003700380031003500,0.19
fffe3500300030003200,0.25
fffe340037003900,0.54
fffe3600320038003700,0.43
fffe32003100390036003100,0.31
fffe31003500360032003200,0.08
fffe33003000310039003800,0.81
fffe32003900360037003800,0.36
fffe31003600390039003100,0.69
fffe31003900330034003400,0.51
fffe32003000330039003700,0.38
fffe31003300330032003500,0.26
fffe33003100350038003400,0.25
fffe32003800320036003900,0.59
fffe31003700330033003600,0.44
fffe32003900340034003300,0.51
fffe3700320032003600,0.43
fffe3300310034003400,0.42
fffe33003100380034003000,0.16
fffe31003100350036003300,0.21
fffe31003400350034003400,0.6
fffe3900300032003400,0.56
fffe32003500310037003800,0.09
fffe32003600350031003700,0.51
fffe32003500370030003000,0.41
fffe32003100350032003600,0.21
fffe31003000390037003100,0.41
fffe32003700340031003900,0.19
fffe3100350034003100,0.46
fffe3400360030003500,0.5
fffe33003000360036003900,0.24
fffe33003200300036003900,0.44
fffe32003100350031003200,0.79
fffe31003100380038003100,0.47
fffe350036003500,0.31
fffe3700330038003200,0.25
fffe33003400360031003000,0.41
fffe32003900300035003300,0.5
fffe33003300390038003500,0.01
fffe31003900390037003100,0.18
fffe31003300390031003000,0.45
fffe32003200340038003800,0.52
fffe31003600330030003600,0.53
fffe31003400380035003300,0.34
fffe33003300360031003700,0.79
fffe3200370038003900,0.67
fffe31003600340031003200,0.06
fffe3700380035003700,0.64
fffe3900300036003000,0.55
fffe31003100340033003700,0.58
fffe31003900310035003100,0.32
fffe32003900380032003400,0.64
fffe3600310031003400,0.91
fffe31003900380031003600,0.43
fffe3400320038003300,0.54
fffe3100310030003000,0.18
fffe370031003700,0.64
fffe31003600350035003800,0.66
fffe33003300360036003400,0.45
fffe3200390035003500,0.21
fffe32003900370035003100,0.52
fffe31003900390038003100,0.67
fffe31003000340034003500,0.44
fffe32003800350035003900,0.24
fffe32003700360034003400,0.24
fffe32003400380033003700,0.34
fffe31003100310039003900,0.6
fffe33003200350038003700,0.43
fffe31003800330030003500,0.3
fffe32003100390033003300,0.37
fffe31003700310030003600,0.41
fffe3700350038003000,0.56
fffe3100380036003900,0.22
fffe32003700360032003400,0.33
fffe3700350033003200,0.32
fffe32003500330039003300,0.59
fffe31003900300036003000,0.53
fffe3900300034003500,0.07
fffe3100310036003400,0.37
fffe31003100320039003600,0.48
fffe3900370032003300,0.43
fffe31003600370036003800,0.49
fffe33003100360031003700,0.51
fffe32003300340034003200,0.9
fffe33003400330031003400,0.1
fffe32003300310036003100,0.38
fffe3800340038003100,0.39
fffe32003600390037003300,0.54
fffe33003200330032003900,0.36
fffe3300360036003500,0.82
fffe3300300030003100,0.2
fffe3800300035003700,0.41
fffe31003800340034003000,0.11
fffe3800390035003600,0.46
fffe3300390037003600,0.61
fffe3600320031003300,0.81
fffe31003600380035003000,0.42
fffe31003700300036003300,0.79
fffe3800320038003800,0.7
fffe32003900350032003200,0.48
fffe3400330034003500,0.51
fffe32003000340039003400,0.6
fffe3600360039003000,0.42
fffe32003900330034003100,0.45
fffe3600330036003800,0.41
fffe31003800330031003900,0.7
fffe31003100390038003200,0.29
fffe33003000360037003800,0.58
fffe32003200300030003900,0.61
fffe32003200300033003400,0.08
fffe32003500390037003100,0.45
fffe32003500390038003200,0.43
fffe33003200300037003900,0.41
fffe32003800380038003400,0.06
fffe3300320039003700,0.61
fffe32003600380038003000,0.57
fffe31003200340031003800,0.41
fffe32003700360031003000,0.3
fffe33003300370039003700,0.62
fffe32003600340038003100,0.18
fffe32003200350038003600,0.61
fffe32003600320039003800,0.65
fffe3300390031003200,0.35
fffe32003600300038003100,0.15
fffe31003900310035003400,0.56
fffe33003000340039003800,0.71
fffe3100350034003500,0.27
fffe3100330031003700,0.18
fffe32003300300037003000,0.76
fffe3700380037003100,0.47
fffe33003400360039003200,0.56
fffe33003400320036003500,0.41
fffe32003900320037003700,0.62
fffe32003400310034003800,0.52
fffe32003500320030003000,0.21
fffe31003400370034003200,0.28
fffe32003800390035003800,0.58
fffe31003000330031003800,0.4
fffe31003400350036003100,0.49
fffe33003100330034003300,0.42
fffe32003800310030003400,0.55
fffe31003100300037003800,0.44
fffe3300310033003400,0.6
fffe3500360030003000,0.78
fffe33003100300032003100,0.27
fffe3800390036003800,0.31
fffe31003800300034003000,0.4
fffe31003600330030003800,0.31
fffe31003600300036003400,0.46
fffe32003800340031003800,0.23
fffe3600360037003500,0.45
fffe31003300330032003000,0.29
fffe32003200320034003500,0.63
fffe3400320035003300,0.71
fffe33003200370031003900,0.58
fffe3400340038003500,0.44
fffe32003200330032003300,0.29
fffe3300380033003400,0.16
fffe31003100300035003400,0.31
fffe32003600370035003400,0.64
fffe32003400310039003700,0.37
fffe3600340032003300,0.52
fffe33003400380030003200,0.25
fffe32003000350037003400,0.7
fffe33003000310037003600,0.68
fffe33003400330033003900,0.38
fffe32003900370031003900,0.58
fffe3700300037003900,0.94
fffe31003700390034003600,0.34
fffe3300340036003600,0.59
fffe32003700390035003000,0.41
fffe32003300330039003500,0.31
fffe3300330030003200,0.62
fffe31003400360033003600,0.45
fffe33003200390031003600,0.6
fffe32003500320037003400,0.4
fffe31003600330037003400,0.53
fffe3300370033003900,0.34
fffe32003500310034003600,0.56
fffe33003200330038003700,0.25
fffe3200350030003100,0.35
fffe3100340032003400,0.41
fffe32003900370035003700,0.02
fffe3500310039003200,0.37
fffe31003100380031003700,0.49
fffe31003400320037003700,0.43
fffe33003300330030003200,0.54
fffe3200330035003800,0.45
fffe32003800300039003200,0.05
fffe32003100380034003700,0.59
fffe32003500310031003600,0.57
fffe3800330036003300,0.47
fffe3300320032003300,0.57
fffe3100390036003800,0.61
fffe33003200310031003900,0.23
fffe31003600340030003400,0.48
fffe33003400380034003400,0.58
fffe3600340035003700,0.53
fffe31003600330031003000,0.29
fffe330036003100,0.59
fffe31003100340034003300,0.46
fffe3200320038003200,0.22
fffe3400380037003600,0.47
fffe32003500300033003500,0.22
fffe31003300300038003300,0.54
fffe31003100360033003800,0.38
fffe3100320039003400,0.51
fffe3800330035003500,0.31
fffe32003900340032003300,0.29
fffe3200320030003500,0.43
fffe31003400330037003900,0.74
fffe33003300310030003800,0.24
fffe32003900320034003600,0.04
fffe3800330038003200,0.37
fffe32003000340036003400,0.42
fffe3800340031003400,0.43
fffe3700310032003900,0.11
fffe32003600370032003000,0.34
fffe3700360037003800,0.35
fffe340034003000,0.48
fffe3900320034003000,0.21
fffe3300350033003500,0.36
fffe3600370035003300,0.2
fffe31003400300032003500,0.39
fffe32003300330033003400,0.29
fffe3700310036003300,0.58
fffe33003000370036003900,0.41
fffe3600350038003100,0.3
fffe32003100370030003300,0.5
fffe33003000360031003700,0.38
fffe32003700390035003900,0.82
fffe33003100340036003100,0.39
fffe31003900320033003500,0.58
fffe31003600380039003800,0.26
fffe32003400380039003700,0.26
fffe32003200360036003300,0.57
fffe33003400300035003900,0.58
fffe33003000370035003900,0.22
fffe3400350031003600,0.26
fffe3900380034003200,0.54
fffe31003300340033003500,0.58
fffe31003000330034003300,0.55
fffe33003300330037003600,0.73
fffe33003100330039003700,0.16
fffe3900370032003700,0.2
fffe31003900320039003900,0.92
fffe32003300350031003800,0.88
fffe32003200360037003500,0.43
fffe31003900320037003800,0.6
fffe31003400300030003900,0.27
fffe32003700350035003400,0.5
fffe31003800390038003700,0.68
fffe32003900370034003600,0.55
fffe31003000340033003000,0.56
fffe31003900310038003100,0.36
fffe31003300320033003700,0.43
fffe31003600360039003500,0.2
fffe32003800310032003300,0.38
fffe31003500380037003300,0.26
fffe33003400300037003500,0.55
fffe3600330037003800,0.39
fffe31003000350038003500,0.26
fffe32003000310031003300,0.68
fffe3300380034003700,0.54
fffe31003500330030003500,0.47
fffe32003600310030003600,0.52
fffe33003000310035003300,0.36
fffe32003600370032003900,0.55
fffe31003000340030003200,0.59
fffe31003400350032003100,0.36
fffe31003700330031003100,0.38
fffe31003900390033003500,0.84
fffe3700330033003800,0.32
fffe3800360033003100,0.21
fffe31003600350030003600,0.3
fffe32003700360030003500,0.74
fffe31003200340037003300,0.58
fffe33003300350038003200,0.38
fffe33003100360030003700,0.21
fffe3300310030003300,0.42
fffe31003200340039003200,0.84
fffe32003900350036003700,0.43
fffe32003200340039003400,0.49
fffe32003700300030003100,0.54
fffe3300390037003800,0.3
fffe31003800340034003300,0.56
fffe3900300033003300,0.64
fffe33003000330038003700,0.64
fffe31003700350037003100,0.36
fffe370038003000,0.34
fffe3800350030003200,0.06
fffe33003200320038003300,0.52
fffe31003000390038003400,0.59
fffe31003000320037003000,0.46
fffe3600350038003500,0.22
fffe3200370037003000,0.76
fffe31003400330035003700,0.08
fffe31003200300035003600,0.77
fffe31003400380032003700,0.09
fffe32003800390031003200,0.8
fffe32003600330038003800,0.53
fffe32003000310038003700,0.79
fffe31003500380038003900,0.02
fffe31003400360039003800,0.42
fffe33003200360034003800,0.64
fffe32003700300036003000,0.42
fffe32003600360035003700,0.57
fffe3900350030003900,0.55
fffe31003700390034003400,0.36
fffe31003500310039003900,0.76
fffe31003200350036003800,0.62
fffe3900310031003200,0.31
fffe310035003100,0.89
fffe32003900360032003400,0.73
fffe33003100330032003600,0.41
fffe3200340034003700,0.49
fffe32003600340039003200,0.37
fffe32003000300032003200,0.29
fffe31003100320030003400,0.63
fffe32003700320030003100,0.58
fffe32003700340031003100,0.19
fffe3300390036003700,0.55
fffe31003000330030003700,0.87
fffe33003000370038003200,0.38
fffe31003200320030003000,0.73
fffe32003800390036003500,0.17
fffe31003600340039003200,0.13
fffe33003000370036003500,0.48
fffe31003100330039003600,0.26
fffe31003600380038003100,0.29
fffe31003900330031003300,0.47
fffe32003300310036003600,0.56
fffe33003200390030003500,0.41
fffe3400360030003000,0.44
fffe31003200330038003600,0.5
fffe31003200390037003500,0.39
fffe32003600360032003200,0.38
fffe32003100300038003200,0.41
fffe3200300031003600,0.41
fffe3300350032003800,0.4
fffe31003900390032003000,0.52
fffe33003200370039003900,0.5
fffe32003600380038003100,0.52
fffe32003700320038003700,0.48
fffe33003300350033003600,0.42
fffe31003200300038003300,0.26
fffe32003000310033003700,0.55
fffe32003900380035003000,0.4
fffe31003900380033003600,0.13
fffe32003000370034003300,0.56
fffe33003300350031003600,0.14
fffe31003200330031003200,0.29
fffe320038003800,0.96
fffe31003100300037003100,0.74
fffe31003500330035003600,0.35
fffe3500360035003600,0.56
fffe31003500320033003100,0.16
fffe31003500380033003800,0.62
fffe33003000390030003700,0.14
fffe32003700340032003400,0.64
fffe3800310034003800,0.55
fffe31003600360036003000,0.13
fffe3200330032003100,0.73
fffe3100320030003600,0.18
fffe3800340038003000,0.09
fffe3400320037003400,0.41
fffe3700370038003800,0.59
fffe32003900390033003900,0.5
fffe3900380031003700,0.61
fffe33003100390032003300,0.31
fffe31003100340035003100,0.22
fffe31003600300034003700,0.37
fffe32003400380034003500,0.47
fffe31003000360036003700,0.45
fffe3600340037003700,0.58
fffe3500310030003000,0.26
fffe31003600300037003700,0.29
fffe31003000350038003300,0.08
fffe32003600370031003900,0.86
fffe32003600390034003200,0.19
fffe32003900320034003100,0.29
fffe32003600360030003200,0.36
fffe3100380030003800,0.25
fffe31003400310033003200,0.61
fffe32003700320035003700,0.45
fffe390030003500,0.72
fffe3300300038003300,0.54
fffe33003300310037003000,0.41
fffe32003000320031003100,0.33
fffe33003400390032003700,0.46
fffe33003300340039003300,0.66
fffe32003300330035003300,0.78
fffe32003200300036003600,0.46
fffe31003200340032003000,0.37
fffe32003000350034003900,0.38
fffe31003900330035003600,0.36
fffe32003700370032003100,0.48
fffe3900390037003800,0.23
fffe350033003900,0.92
fffe31003700380039003900,0.79
fffe3500310037003200,0.57
fffe32003100350034003500,0.42
fffe3100350030003500,0.29
fffe32003500340035003700,0.16
fffe32003100390039003300,0.26
fffe32003100360032003700,0.61
fffe31003900370034003500,0.38
fffe32003900340031003500,0.14
fffe31003400340035003600,0.39
fffe33003000350037003200,0.85
fffe31003200350034003900,0.02
fffe32003400300030003100,0.57
fffe33003100330033003700,0.06
fffe3800340035003700,0.16
fffe32003900330038003800,0.28
fffe33003100300037003000,0.44
fffe32003600340036003600,0.33
fffe32003500320038003700,0.35
fffe31003500320038003100,0.57
fffe32003700310038003700,0.5
fffe31003700330035003600,0.38
fffe31003000320031003200,0.51
fffe31003100330034003800,0.57
fffe31003400350032003700,0.35
fffe31003900350038003600,0.42
fffe33003000330033003600,0.24
fffe32003200310035003900,0.94
fffe31003800320036003300,0.7
fffe32003700390031003200,0.61
fffe3900360031003000,0.24
fffe32003900340039003000,0.3
fffe33003200350031003100,0.42
fffe33003100380031003000,0.49
fffe32003900340035003700,0.62
fffe32003600340035003100,0.55
fffe31003500350031003700,0.92
fffe31003100330035003800,0.84
fffe32003700370037003700,0.37
fffe32003500390036003800,0.39
fffe3700380037003600,0.48
fffe3500340038003900,0.56
fffe3700360038003800,0.77
fffe31003000310038003300,0.45
fffe31003100370035003200,0.37
fffe32003100300039003100,0.54
fffe33003200370033003800,0.53
fffe3500320038003600,0.29
fffe3100330034003100,0.41
fffe3500370037003400,0.39
fffe31003400340033003500,0.35
fffe31003300360035003900,0.4
fffe31003100340036003600,0.52
fffe33003300370035003500,0.65
fffe3500310033003900,0.27
fffe33003100300032003800,0.55
fffe31003700330031003900,0.16
fffe31003700360032003300,0.55
fffe33003400320039003000,0.6
fffe32003000320034003600,0.46
fffe3600340038003200,0.35
fffe33003100350030003300,0.48
fffe32003900370031003100,0.89
fffe36003300,0.58
fffe32003300360032003000,0.35
fffe31003600320032003200,0.31
fffe33003100360031003000,0.46
fffe32003000310033003100,0.54
fffe3300300034003900,0.27
fffe32003400300038003700,0.64
fffe3400300034003900,0.69
fffe350033003400,0.69
fffe31003400360032003000,0.62
fffe32003700310030003700,0.39
fffe32003600310035003800,0.38
fffe32003200340038003900,0.33
fffe3600300035003400,0.26
fffe31003200340035003800,0.36
fffe33003100330030003600,0.64
fffe3400340031003400,0.39
fffe31003500330037003900,0.56
fffe31003700370038003700,0.41
fffe32003200350030003200,0.62
fffe31003000360033003400,0.45
fffe33003200380039003600,0.57
fffe31003800350035003800,0.29
fffe32003000320033003000,0.61
fffe320036003300,0.33
fffe32003800340034003700,0.75
fffe31003400370034003500,0.86
fffe3700380039003200,0.39
fffe3400300037003100,0.3
fffe390039003200,0.77
fffe3300340038003400,0.17
fffe3100390039003200,0.62
fffe32003400350033003400,0.36
fffe32003300380033003600,0.29
fffe32003900380033003900,0.37
fffe32003600350031003400,0.31
fffe33003300310039003600,0.61
fffe3200310037003800,0.6
fffe33003300370032003100,0.57
fffe3800370032003100,0.51
fffe3200340035003800,0.5
fffe31003000340035003800,0.29
fffe3900310036003600,0.44
fffe31003600350034003600,0.29
fffe33003000310033003500,0.72
fffe31003500310034003500,0.44
fffe3500320036003300,0.33
fffe33003200390034003700,0.23
fffe3500380039003500,0.11
fffe33003000340032003800,0.11
fffe32003400340038003300,0.23
fffe31003500340035003400,0.59
fffe31003900320037003700,0.46
fffe33003100320031003400,0.3
fffe31003300390031003900,0.5
fffe31003800350036003100,0.72
fffe3500360037003900,0.79
fffe31003000370032003100,0.51
fffe3700370032003700,0.23
fffe32003300390033003700,0.45
fffe33003300330031003900,0.68
fffe32003100330037003100,0.24
fffe32003600310037003200,0.61
fffe3900380035003100,0.43
fffe32003000390033003800,0.27
fffe31003300320034003700,0.01
fffe32003500320039003000,0.43
fffe31003400380038003900,0.4
fffe32003500300031003300,0.38
fffe31003900340036003800,0.34
fffe3300310035003900,0.28
fffe31003200340032003100,0.59
fffe3100380030003500,0.66
fffe31003800310035003000,0.53
fffe31003000390031003300,0.42
fffe3600380036003500,0.61
fffe32003300320033003200,0.37
fffe31003700340038003300,0.59
fffe3600340032003400,0.37
fffe31003600360039003300,0.42
fffe3500320035003200,0.45
fffe33003400380036003800,0.48
fffe33003300390034003600,0.54
fffe32003500330032003500,0.59
fffe32003800310037003500,0.56
fffe32003800390036003300,0.57
fffe3700310037003600,0.64
fffe31003100380030003300,0.57
fffe32003800310038003200,0.13
fffe3400330030003600,0.34
fffe32003600300033003900,0.43
fffe3700300033003800,0.33
fffe31003900360035003600,0.59
fffe31003000390034003600,0.73
fffe32003100320038003800,0.59
fffe31003900380031003700,0.77
fffe32003200380031003900,0.57
fffe3100370035003000,0.32
fffe32003200320036003900,0.55
fffe3800330038003500,0.58
fffe3600330034003400,0.9
fffe3400320033003400,0.46
fffe33003400340033003700,0.09
fffe32003900380030003700,0.37
fffe3200370039003100,0.22
fffe32003300390032003000,0.45
fffe330038003100,0.36
fffe3900330033003200,0.39
fffe32003100390038003200,0.75
fffe340032003800,0.36
fffe32003100320034003600,0.5
fffe31003400340039003600,0.22
fffe31003600360035003100,0.34
fffe3400330031003000,0.39
fffe31003700390035003500,0.47
fffe3300360039003300,0.63
fffe32003300340039003600,0.47
fffe33003100300030003000,0.51
fffe32003800330031003900,0.62
fffe31003300320032003900,0.58
fffe3600380034003600,0.39
fffe33003100310037003700,0.18
fffe3400300032003800,0.54
fffe3600320035003300,0.34
fffe32003100380032003900,0.4
fffe31003500380039003300,0.58
fffe33003200370034003600,0.89
fffe370037003600,0.55
fffe32003700310039003900,0.52
fffe33003400310037003600,0.73
fffe32003800300033003500,0.09
fffe3200320032003400,0.58
fffe31003900370038003400,0.62
fffe31003600330033003200,0.41
fffe3300320033003400,0.56
fffe3800320033003900,0.28
fffe33003300370033003800,0.39
fffe33003100310030003000,0.61
fffe32003200330032003600,0.9
fffe31003200370038003600,0.53
fffe3100370036003000,0.35
fffe3100390032003500,0.62
fffe31003200360036003400,0.43
fffe3800300038003500,0.31
fffe32003600330036003700,0.28
fffe31003500330032003600,0.05
fffe32003000350032003400,0.76
fffe33003300310035003700,0.3
fffe31003200330036003800,0.44
fffe31003800310039003000,0.63
fffe31003700380030003800,0.54
fffe31003100320036003600,0.51
fffe3500310032003600,0.17
fffe3200330039003700,0.26
fffe3100330034003700,0.57
fffe3600310035003000,0.82
fffe31003400390039003000,0.81
fffe31003900390038003200,0.23
fffe31003200320033003100,0.23
fffe33003100380038003300,0.29
fffe3300390039003600,0.56
fffe32003600340030003000,0.43
fffe32003900330034003800,0.25
fffe31003800370036003900,0.41
fffe32003600360032003900,0.37
fffe33003400330039003700,0.56
fffe32003800360036003400,0.33
fffe3800310036003200,0.37
fffe3500300035003800,0.61
fffe33003300330035003300,0.19
fffe3300370031003100,0.17
fffe32003600340036003800,0.08
fffe32003000350030003100,0.38
fffe32003600390039003000,0.48
fffe3500320037003700,0.58
fffe33003400310035003700,0.41
fffe32003200300032003500,0.35
fffe32003900340032003400,0.49
fffe33003200360036003800,0.55
fffe31003000360039003800,0.51
fffe31003000340036003600,0.63
fffe3400380030003900,0.91
fffe380035003200,0.39
fffe3900340035003600,0.46
fffe32003100360038003300,0.65
fffe3400330033003300,0.26
fffe3100350039003500,0.62
fffe3800300030003500,0.44
fffe32003600320032003800,0.38
fffe3400330035003700,0.41
fffe33003000370034003500,0.23
fffe31003100340035003300,0.15
fffe32003800350038003000,0.37
fffe32003000330032003300,0.67
fffe32003600370030003200,0.27
fffe31003300310032003400,0.42
fffe31003700340030003500,0.62
fffe31003200390034003200,0.41
fffe390037003700,0.35
fffe31003400360033003500,0.23
fffe31003200310032003300,0.4
fffe32003400320032003900,0.57
fffe3700310038003700,0.25
fffe33003300360037003300,0.01
fffe32003600350031003000,0.67
fffe31003500380032003200,0.2
fffe32003000300036003000,0.43
fffe3200340031003900,0.48
fffe32003200310032003600,0.72
fffe3600340037003000,0.46
fffe31003300320038003900,0.28
fffe33003300300032003000,0.6
fffe390032003100,0.51
fffe3400370035003400,0.24
fffe3900360036003600,0.81
fffe31003900360037003600,0.28
fffe3500300036003100,0.65
fffe3500360030003300,0.52
fffe32003100300038003100,0.4
fffe32003300310032003900,0.43
fffe33003000320031003000,0.6
fffe31003400390032003300,0.55
fffe380036003700,0.55
fffe31003300370031003300,0.49
fffe3100330036003700,0.26
fffe3600340033003800,0.31
fffe32003300340035003100,0.23
fffe32003100380038003700,0.54
fffe32003000380034003100,0.37
fffe3600300034003100,0.73
fffe31003500340036003900,0.6
fffe32003700390036003300,0.35
fffe31003400320030003800,0.62
fffe31003000340030003800,0.65
fffe3300330032003200,0.59
fffe3700380036003800,0.53
fffe33003300320039003200,0.33
fffe33003300300039003400,0.46
fffe33003200340039003000,0.59
fffe32003800330033003100,0.58
fffe31003300360037003000,0.62
fffe31003300360032003700,0.6
fffe3600380035003800,0.72
fffe33003400360036003000,0.16
fffe32003800390030003800,0.37
fffe3900330037003300,0.49
fffe32003600370035003500,0.65
fffe33003200360034003900,0.31
fffe31003200340032003400,0.59
fffe3300360038003000,0.4
fffe31003100300033003900,0.56
fffe3100390039003400,0.4
fffe32003000350037003700,0.11
fffe31003500310031003600,0.26
fffe33003300310036003000,0.59
fffe31003300330033003900,0.74
fffe31003700340038003200,0.79
fffe3500350033003500,0.36
fffe3200390039003800,0.21
fffe3400380033003500,0.47
fffe3800370038003500,0.39
fffe32003700340039003100,0.39
fffe3500310033003400,0.57
fffe32003900380031003800,0.71
fffe33003300360031003400,0.78
fffe3500310031003500,0.23
fffe3200330030003400,0.19
fffe33003000350038003700,0.68
fffe3800350030003100,0.4
fffe390034003900,0.45
fffe32003500350035003200,0.51
fffe33003300370037003700,0.77
fffe3200370030003200,0.05
fffe33003300300030003100,0.42
fffe31003300340034003000,0.34
fffe32003800360032003300,0.31
fffe33003200330035003900,0.59
fffe32003400300037003100,0.79
fffe32003500310034003500,0.66
fffe31003600320039003300,0.46
fffe33003000350036003500,0.66
fffe32003400320030003400,0.46
fffe33003200340039003900,0.02
fffe3700310035003800,0.5
fffe31003400,0.18
fffe31003800340036003600,0.24
fffe32003500390035003700,0.16
fffe32003200340037003900,0.22
fffe32003300310037003100,0.28
fffe32003800340030003400,0.51
fffe33003300340034003200,0.37
fffe3900380035003000,0.22
fffe3400380033003200,0.58
fffe31003000320038003100,0.55
fffe33003400370031003800,0.0
fffe32003500320034003800,0.53
fffe3700360033003200,0.39
fffe32003000380031003300,0.65
fffe31003900380034003800,0.43
fffe32003500320038003500,0.54
fffe34003700,0.55
fffe32003900350034003200,0.66
fffe3800310033003500,0.37
fffe3400360034003400,0.66
fffe32003600370037003500,0.0
fffe32003800310033003400,0.26
fffe31003800390035003200,0.4
fffe32003500370032003100,0.5
fffe31003700340032003200,0.13
fffe31003600350036003200,0.25
fffe31003400310039003000,0.2
fffe31003700350031003900,0.18
fffe32003400350036003700,0.6
fffe32003100330034003200,0.4
fffe31003100340031003700,0.15
fffe31003400390037003900,0.21
fffe32003700390030003300,0.58
fffe3800390038003300,0.55
fffe31003500320033003600,0.55
fffe3600310039003700,0.58
fffe31003900310037003400,0.59
fffe3400320039003300,0.21
fffe31003500360036003300,0.64
fffe32003000380039003300,0.5
fffe31003800370038003600,0.74
fffe33003300320036003400,0.57
fffe3800340035003000,0.55
fffe3200320033003300,0.47
fffe32003800320035003900,0.06
fffe3400370036003400,0.24
fffe32003700300034003800,0.21
fffe3600300034003800,0.39
fffe32003600300035003000,0.65
fffe31003900370036003300,0.45
fffe3700350038003500,0.57
fffe32003300330031003800,0.61
fffe3400350033003200,0.24
fffe3700350035003100,0.55
fffe33003400340035003500,0.52
fffe31003600370033003900,0.49
fffe3200390035003100,0.17
fffe31003500340035003000,0.61
fffe31003400370038003300,0.58
